PMID,PMC_ID,Title,Journal,PublicationDate,Authors,Abstract,URL,Citation,HTML_FILE
40211208,PMC11987468,Case report: pulmonary lymphoepithelial carcinoma mimicking tuberculosis.,BMC pulmonary medicine,2025,Zhan S; Feng C; Pang K; Qin H; Zhang P,"Pulmonary lymphoepithelial carcinoma (PLELC) is distinct subtype of primary lung cancer, closely associated with Epstein-Barr virus (EBV) infection. Histopathological features sometimes mimic granulomatous inflammation. We present the case of a woman who was doubted with pulmonary and lymph node tuberculosis based on a pathological demonstration of granulomatous inflammation. A final diagnosis of PLELC was made after lung biopsy and EBV tests. Given the complex and rarely seen of the disease, further studies are needed to investigate the clinical and pathological manifestations in patients with PLELC. Clinical trial number: Not applicable.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11987468/?report=classic,Zhan et al.. Case report: pulmonary lymphoepithelial carcinoma mimicking tuberculosis.. BMC pulmonary medicine. 2025.,/Users/aaronfanous/Desktop/AnsonProjects/DynamicData/pmc_htmls/Case_report__pulmonary_lymphoepithelial_carcinoma_mimicking_tuberculosis__PMC11987468.html
40210484,PMC11986680,[Brain and Meningeal Metastases of Lung Cancer Manifested as Brain Calcifications:  A Case Report and Literature Review].,Zhongguo fei ai za zhi = Chinese journal of lung cancer,2025,Zhang D; Kong Y; Liang X; Zhou X,"Lung cancer is still one of the most common malignant tumors in the world. With the increase of its incidence and the development of medical technology, the overall survival of lung cancer patients has significantly extended compared to before. The incidence of brain and meningeal metastases from lung cancer has also been rising year by year, but patients with brain and meningeal metastases from lung cancer have a poor prognosis and a very high mortality rate, and the diagnosis is mainly based on computed tomography (CT), magnetic resonance imaging (MRI) and other imaging examinations. However, the imaging features are diverse and the specificity is low, which makes it easy to be misdiagnosed and missed. Therefore, accurately identifying brain and meningeal metastases and timely targeted treatment is crucial for improving patient prognosis. This paper analyzed the diagnosis and treatment of a case of lung cancer with no obvious recurrence and metastasis in nearly 7-year long-term follow-up after radical lung cancer surgery, but the patient with abnormal behavior, impaired consciousness and epilepsy in the past 5 months, and multiple punctate calcifications in the brain found by head CT and MRI. This paper consider that the patient's mental and behavioral symptoms were caused by brain and meningeal metastasis of lung cancer after excluding infectious disease and ineffective treatment of autoimmune encephalitis, and further pathological biopsy and genetic detection confirmed the diagnosis of metastatic lung adenocarcinoma with epidermal growth factor receptor (EGFR) L858R gene mutation, and the patient's symptoms were significantly improved after targeted therapy by Osimertinib. This paper also searched the relevant literatures of brain calcifications in databases such as China National Knowledge Infrastructure (CNKI), Wanfang, UpToDate, PubMed, etc., and found that intracerebral calcifications exist in a variety of diseases, including infectious, genetic and neurodegenerative diseases, vascular diseases, metabolic diseases and tumors. However, brain calcification in brain and meningeal metastases are often underestimated, and the consequent risk is misdiagnosis and delayed treatment. Therefore, brain and meningeal metastases manifested as brain calcification should not be ignored in patients with a history of previous tumors. .",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11986680/?report=classic,Zhang et al.. [Brain and Meningeal Metastases of Lung Cancer Manifested as Brain Calcifications:  A Case Report and Literature Review].. Zhongguo fei ai za zhi = Chinese journal of lung cancer. 2025.,/Users/aaronfanous/Desktop/AnsonProjects/DynamicData/pmc_htmls/_Brain_and_Meningeal_Metastases_of_Lung_Cancer_Manifested_as_Brain_Calcification_PMC11986680.html
40210483,PMC11986677,[A Case of Multiple Primary Pulmonary Neuroendocrine Carcinoma with EML4-ALK Fusion Gene Positive].,Zhongguo fei ai za zhi = Chinese journal of lung cancer,2025,Zhang Y; Hou Y; Zhang T; Wang H,"Neuroendocrine carcinoma (NEC), a subtype of neuroendocrine tumors with high proliferative activity, is characterized by strong invasiveness and poor prognosis. This article reports a previously healthy female non-smoker who developed NEC occurring sequentially in different lobes of both lungs. The lesions were pathologically diagnosed by hematoxylin-eosin (HE) staining as large cell neuroendocrine carcinoma (LCNEC) and small cell lung cancer (SCLC), respectively. Next-generation sequencing (NGS) performed on both lesions revealed the presence of echinoderm microtubule-associated protein-like 4-anaplastic lymphoma kinase (EML4-ALK) fusion mutations in both lesions. Notably, the patient achieved a significant therapeutic response to ALK-tyrosine kinase inhibitors (TKIs) targeted therapy. .",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11986677/?report=classic,Zhang et al.. [A Case of Multiple Primary Pulmonary Neuroendocrine Carcinoma with EML4-ALK Fusion Gene Positive].. Zhongguo fei ai za zhi = Chinese journal of lung cancer. 2025.,/Users/aaronfanous/Desktop/AnsonProjects/DynamicData/pmc_htmls/_A_Case_of_Multiple_Primary_Pulmonary_Neuroendocrine_Carcinoma_with_EML4_ALK_Fus_PMC11986677.html
40208846,PMC11997901,Navigating Fertility Preservation in Epithelioid Peritoneal Mesothelioma: A Case Study.,The American journal of case reports,2025,Qiu DW; Lin Lee YJ; Tripathi G; Anurogo D; Ni CF; Chang WC; Fu HS; Qiu JT,"BACKGROUND Malignant peritoneal mesothelioma (MPM) is a rare and aggressive neoplasm, with low-grade epithelioid subtypes presenting diagnostic and therapeutic challenges. With nonspecific symptoms and diagnostic challenges, definitive diagnosis relies on histopathological and immunohistochemical analysis. This study reviews the current research on the epidemiology, diagnosis, and treatment of MPM, focusing on preserving fertility and achieving successful childbirth following surgery, chemotherapy, and immunotherapy, despite immune-related adverse events. CASE REPORT We report the case of a 44-year-old nulliparous woman, initially diagnosed with a uterine leiomyoma, who was incidentally found to have MPM during surgery. Diagnostic laparoscopy and subsequent imaging revealed extensive peritoneal involvement, confirmed by histopathology and immunohistochemistry. The patient's desire to preserve fertility complicated the treatment approach, leading to chemotherapy followed by immunotherapy, with complete disease control. Without evidence of disease recurrence or metastasis, the patient proceeded with in vitro fertilization (IVF) and embryo transfer. During an emergency cesarean section at 30 weeks 2 days of gestation, performed due to preterm premature rupture of membranes, intraabdominal residual tumors were discovered and excised. No evidence of malignancy was found elsewhere. CONCLUSIONS MPM is a rare disease, often with a delayed diagnosed due to nonspecific symptoms. Treatments like cytoreductive surgery (CRS) and hyperthermic intraperitoneal chemotherapy (HIPEC) improve survival for operable cases, while systemic therapies and immune-checkpoint inhibitors (ICIs) are options for inoperable cases; however, further research on early-detection biomarkers and the impact of ICIs on fertility is needed to enhance clinical practice. This case highlights the intricate balance between oncologic control and fertility preservation in MPM, illustrating the need for individualized treatment strategies.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11997901/?report=classic,Qiu et al.. Navigating Fertility Preservation in Epithelioid Peritoneal Mesothelioma: A Case Study.. The American journal of case reports. 2025.,/Users/aaronfanous/Desktop/AnsonProjects/DynamicData/pmc_htmls/Navigating_Fertility_Preservation_in_Epithelioid_Peritoneal_Mesothelioma__A_Case_PMC11997901.html
40206931,PMC11979864,Anaplastic Lymphoma Kinase Rearrangement-Positive Pulmonary Adenocarcinoma With Scattered Bilateral Breast Metastases: A Case Report.,Cureus,2025,Matsuzaki S; Inoshima I; Hirasawa Y; Horii Y; Nobusawa S,"A 67-year-old woman was referred to our hospital because of chest X-ray abnormalities. Chest computed tomography revealed a lobulated lung mass in the right lower lobe and multiple scattered nodules in both breasts. The lung mass was diagnosed as anaplastic lymphoma kinase (ALK) rearrangement-positive pulmonary adenocarcinoma through a transbronchial biopsy. Histological findings of bilateral needle biopsy of breast nodules were nearly identical to that of lung nodule, and fluorescence in situ hybridization showed ALK rearrangement. These results confirmed the diagnosis of ALK rearrangement-positive pulmonary adenocarcinoma with bilateral scattered breast metastases and its metastatic form of lung adenocarcinoma, which is rare.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11979864/?report=classic,Matsuzaki et al.. Anaplastic Lymphoma Kinase Rearrangement-Positive Pulmonary Adenocarcinoma With Scattered Bilateral Breast Metastases: A Case Report.. Cureus. 2025.,/Users/aaronfanous/Desktop/AnsonProjects/DynamicData/pmc_htmls/Anaplastic_Lymphoma_Kinase_Rearrangement_Positive_Pulmonary_Adenocarcinoma_With__PMC11979864.html
40206890,PMC11981680,Uncommon Extrapyramidal Reaction to Ondansetron.,Cureus,2025,Dias CS; Moreira C; Gaspar J; Santos M,"We describe the case of a 77-year-old man, who was admitted for the initiation of chemotherapy for stage IV small cell lung cancer without cerebral metastases. On the first day post-admission, the patient developed altered mental status and right-sided weakness after premedication with ondansetron and dexamethasone. Symptoms resolved spontaneously within 90 minutes. An ischemic event was suspected despite unremarkable brain imaging. Prophylactic anticoagulation and statins were initiated. Five days later, a second episode of altered mental status, anisocoria, facial paresis, and severe dysarthria occurred following ondansetron administration. Bloodwork revealed significant hyponatremia (116 mEq/L), suggesting Syndrome of Inappropriate Antidiuretic Hormone Secretion (SIADH), despite this suspicion, there was no further investigation to confirm this diagnosis due to rapid symptom reversal after biperiden administration, implicating an adverse reaction to ondansetron. Ondansetron and metoclopramide were discontinued, hyponatremia was corrected, and no further episodes occurred during the hospital stay. This case highlights the necessity of awareness for adverse reactions of ondansetron that can mimic cerebrovascular events and the need for a thorough revision of medication in complex cases.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11981680/?report=classic,Dias et al.. Uncommon Extrapyramidal Reaction to Ondansetron.. Cureus. 2025.,/Users/aaronfanous/Desktop/AnsonProjects/DynamicData/pmc_htmls/Uncommon_Extrapyramidal_Reaction_to_Ondansetron__PMC11981680.html
40206237,PMC11980937,Neoadjuvant Targeted Therapy with Dacomitinib in a Stage IIIA Non-Small-Cell Lung Cancer Patient Harboring <i>EGFR</i> G719X: A Case Report.,OncoTargets and therapy,2025,Li D; Liu X; Liu Y; Zhu Y; Yang D; Song J; Dai Z,"The effectiveness of epidermal growth factor receptor tyrosine kinase inhibitors (EGFR TKIs) has been established, leading the NCCN Guidelines to recommend it as a first-line treatment for patients with advanced <i>EGFR</i> mutation-positive non-small cell lung cancer (NSCLC). However, there is still controversy about the use of neoadjuvant TKI treatment for patients with stage III EGFR mutation-positive NSCLC. Here, we firstly report that a stage IIIA lung adenocarcinoma patient benefited from chemotherapy and dacomitinib as neoadjuvant targeted therapy based on <i>EGFR</i> G719X mutation, achieving a pathological downstaging and the chance of radical surgical resection. Our case describes dacomitinib use as neoadjuvant targeted therapy for EGFR positive advanced NSCLC and highlights the application of molecular testing for the better treatment decision making.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11980937/?report=classic,Li et al.. Neoadjuvant Targeted Therapy with Dacomitinib in a Stage IIIA Non-Small-Cell Lung Cancer Patient Harboring <i>EGFR</i> G719X: A Case Report.. OncoTargets and therapy. 2025.,/Users/aaronfanous/Desktop/AnsonProjects/DynamicData/pmc_htmls/Neoadjuvant_Targeted_Therapy_with_Dacomitinib_in_a_Stage_IIIA_Non_Small_Cell_Lun_PMC11980937.html
40200362,PMC11980297,Re-do robot-assisted salvage lobectomy after esophagectomy with gastric pull-up reconstruction: a case report.,World journal of surgical oncology,2025,Shahin G; Kharbanda R; Tummers Q; Braun J,"Robot-assisted Thoracic Surgery (RATS) is well-established for complex minimally invasive thoracic surgery. Despite the available literature, robotics for complex advanced NSCLC for re-do surgery remains underexplored.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11980297/?report=classic,Shahin et al.. Re-do robot-assisted salvage lobectomy after esophagectomy with gastric pull-up reconstruction: a case report.. World journal of surgical oncology. 2025.,/Users/aaronfanous/Desktop/AnsonProjects/DynamicData/pmc_htmls/Re_do_robot_assisted_salvage_lobectomy_after_esophagectomy_with_gastric_pull_up__PMC11980297.html
40196110,PMC11973309,Successful treatment of an elderly patient with lung squamous cell carcinoma by tislelizumab and chemotherapy: a case report with novel imaging findings.,Frontiers in immunology,2025,Xu L; Ma X; Yang Y; Ding Z; Luo Y,"The advent of immunotherapy has transformed the therapeutic landscape for inoperable, locally advanced Non-Small cell lung cancer (NSCLC), particularly for lung squamous cell carcinoma (LUSC) with a predominance of negative driver genes. Based on the results of clinical trials such as KEYNOTE-042 and KEYNOTE-407, PD-1/PD-L1 inhibitors are now recognized as the standard of care for first-line or second-line treatment in many countries. Among the 17 immune checkpoint inhibitors sanctioned in China, tislelizumab, a domestically developed PD-1 inhibitor, enjoys broad application. Here, we present a case of a patient with LUSC who attained complete remission by cyst formation with the combination of tislelizumab and chemotherapy. Despite the absence of expression data for this patient, imaging studies revealed a reduction in the primary lesion size and the emergence of an uncommon cystic alteration post-treatment with sequential immunochemotherapy and tislelizumab monotherapy. As per the most recent follow-up, the lesion has vanished entirely. This outcome holds significant implications for the treatment of driver gene-negative LUSC by tislelizumab.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11973309/?report=classic,Xu et al.. Successful treatment of an elderly patient with lung squamous cell carcinoma by tislelizumab and chemotherapy: a case report with novel imaging findings.. Frontiers in immunology. 2025.,/Users/aaronfanous/Desktop/AnsonProjects/DynamicData/pmc_htmls/Successful_treatment_of_an_elderly_patient_with_lung_squamous_cell_carcinoma_by__PMC11973309.html
40191215,PMC11968391,Case Report: Anti-Yo antibody mediated paraneoplastic cerebellar degeneration in a patient with squamous cell lung carcinoma.,Frontiers in immunology,2025,Yang CH; Xu Y; Fan SY,"Paraneoplastic cerebellar degeneration (PCD) is a heterogeneous group of neurologic syndromes associated with primary tumors. It is postulated that the immune system targets a tumor antigen that is also expressed endogenously in the nervous system. The majority of these patients are diagnosed with breast cancer or gynecological cancer, while it is exceedingly rare in lung squamous cell carcinoma (LUSC) patients. Here we reported a rare case of anti-Yo antibody-positive PCD in a patient with LUSC and got successfully treated via immunotherapy and oncological treatment. The patient's ataxia symptoms alleviated following the administered treatments, suggesting that early immunotherapeutic intervention may have potential value in mitigating neurological deterioration. Furthermore, active and timely management of the primary carcinoma is crucial.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11968391/?report=classic,Yang et al.. Case Report: Anti-Yo antibody mediated paraneoplastic cerebellar degeneration in a patient with squamous cell lung carcinoma.. Frontiers in immunology. 2025.,/Users/aaronfanous/Desktop/AnsonProjects/DynamicData/pmc_htmls/Case_Report__Anti_Yo_antibody_mediated_paraneoplastic_cerebellar_degeneration_in_PMC11968391.html
40190971,PMC11971701,Ongoing Radiographic Response for Over 20 Months in Metastatic Cancer Without Continued Immune Checkpoint Inhibitor (ICI) Dosing.,Cureus,2025,Mazahreh L; Mazahreh F; Safar M,"Non-small cell lung cancer (NSCLC) frequently presents with overt metastatic spread, portending a negative prognosis. Conventional treatments include chemotherapeutic agents and molecularly targeted and/or immunotherapeutic agents. Most responders to systemic chemotherapy in metastatic disease experience progression shortly after treatment discontinuation and it is very unusual for a patient to continue to manifest ongoing regression of malignant lesions unless treatment is continued. Moreover, responses occur early during therapy, typically within two to four months, and rarely continue beyond that time frame. In this study, we describe a 67-year-old man with stage IV spindle cell cancer (initially diagnosed as NSCLC) who demonstrated ongoing radiographic regression over 20 months after receiving only a single dose of an immune checkpoint inhibitor (ICI) without any additional systemic therapy. Conventional approaches would have continued the ICI and credited any ongoing response to multiple doses. However, this case emphasizes that short exposure to ICI may be sufficient in select circumstances. Given that the five-year survival rate for stage IV non-small cell lung cancer (NSCLC) has historically been below 5%, observing such a durable response highlights the potential for more individualized immunotherapy strategies.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11971701/?report=classic,Mazahreh et al.. Ongoing Radiographic Response for Over 20 Months in Metastatic Cancer Without Continued Immune Checkpoint Inhibitor (ICI) Dosing.. Cureus. 2025.,/Users/aaronfanous/Desktop/AnsonProjects/DynamicData/pmc_htmls/Ongoing_Radiographic_Response_for_Over_20_Months_in_Metastatic_Cancer_Without_Co_PMC11971701.html
40190881,PMC11971052,Multiple Lung Metastases of Papillary Thyroid Carcinoma Detected by Detailed Pathological Examination: A Case Series.,Cureus,2025,Yoshino R; Ujiie N; Yasuda S; Kitada M,"Papillary thyroid carcinoma (PTC) is the most common histological type of malignant thyroid tumor, and the lungs are one of the most frequent sites of distant metastasis. Although the progression of the disease remains slow even after the appearance of pulmonary metastases, and there are reports of long-term survival cases, no clear criteria have been established for performing aggressive biopsies of metastatic lesions. The subject was a 79-year-old male who was detected to have left cervical lymphadenopathy of unknown origin six years back. After further examination, cervical lymph node metastasis of PTC was suspected. Five years ago, the patient underwent total thyroidectomy and left cervical lymph node dissection. Two years ago, a nodule was observed in the right upper lobe of the lung, but it was managed with observation. A chest computed tomography scan revealed an irregular nodule measuring 15×14 mm in the S1 segment of the right upper lobe. Under suspicion of primary lung cancer, it was decided to perform intraoperative rapid diagnosis, and if malignant, a right upper lobectomy with mediastinal lymph node dissection would be carried out. Intraoperative rapid diagnosis confirmed malignancy, and a right upper lobectomy and mediastinal lymph node dissection were performed. Histopathological examination revealed findings of papillary adenocarcinoma, leading to a diagnosis of secondary lung cancer (pT1cN0cM0, pStage IA3). In addition, findings suggestive of multiple metastases from PTC were also observed. Similarly, no adjuvant therapy was administered for the PTC lung metastases, and a policy of careful observation was adopted. This case is a valuable report of pulmonary metastasis from PTC discovered through detailed histopathological examination of the resected lung. Furthermore, performing aggressive surgical biopsy and detailed histopathological examination to establish a diagnosis is worth considering from the perspective of personalized medical care for each patient.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11971052/?report=classic,Yoshino et al.. Multiple Lung Metastases of Papillary Thyroid Carcinoma Detected by Detailed Pathological Examination: A Case Series.. Cureus. 2025.,/Users/aaronfanous/Desktop/AnsonProjects/DynamicData/pmc_htmls/Multiple_Lung_Metastases_of_Papillary_Thyroid_Carcinoma_Detected_by_Detailed_Pat_PMC11971052.html
40190584,PMC11970877,A Case of Post-Endobronchial Ultrasound Polymicrobial Pericarditis and Mediastinitis in Metastatic Renal Cell Carcinoma.,Case reports in oncology,2025,Sekowski V; Hanna W,"Endobronchial ultrasound transbronchial needle aspiration (EBUS-TBNA) is a frequently used bronchoscopic method for sampling centrally located tumors and accessible mediastinal lymph nodes. It is widely employed for staging and obtaining tissue diagnosis in lung cancer, but it can also be used for other conditions with mediastinal lymph node metastases. Although the reported complication rate for EBUS-TBNA varies, it consistently remains low, including for severe infectious complications such as pericarditis and mediastinitis.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11970877/?report=classic,Sekowski et al.. A Case of Post-Endobronchial Ultrasound Polymicrobial Pericarditis and Mediastinitis in Metastatic Renal Cell Carcinoma.. Case reports in oncology. 2025.,/Users/aaronfanous/Desktop/AnsonProjects/DynamicData/pmc_htmls/A_Case_of_Post_Endobronchial_Ultrasound_Polymicrobial_Pericarditis_and_Mediastin_PMC11970877.html
40188356,PMC11991405,Delayed Diagnosis of Peritoneal Mesothelioma in Recurrent Ascites: A Case Report.,The American journal of case reports,2025,Javed H; Ahmad A; Rehman A; Wagner M; McKnight JE,"BACKGROUND Ascites is a common clinical sign noted in 3% to 4% of hospitalized medical patients. Nearly 94% of patients with ascites have non-malignant etiologies, with the most common being chronic liver disease. Peritoneal mesothelioma is an exceedingly rare malignancy associated with asbestos exposure. Here, we report the case of an elderly man who presented with recurrent loculated ascites and received a diagnosis of peritoneal mesothelioma after a delay of approximately 10 weeks. CASE REPORT A 67-year-old man with a history of asbestos exposure presented with abdominal distension and muscle wasting for 1 month. Initial abdominal CT was notable for smooth liver contour and massive ascites. Ascitic fluid analysis was consistent with low serum albumin-ascites gradient but showed negative cytology for malignant cells. Upper and lower endoscopies did not reveal lesions. Due to recurring ascites, serial abdominal paracenteses were performed, although cytology was negative for malignant cells. Repeat abdominal CT performed after 6 weeks showed worsening loculated ascites, with possible peritoneal carcinomatosis. At this point, percutaneous omental biopsy was performed, which established the diagnosis of peritoneal mesothelioma (75 days after initial presentation). CONCLUSIONS In patients presenting with recurrent ascites and a history of asbestos exposure, it is important to consider the diagnosis of peritoneal mesothelioma. While 94% of patients with ascites have non-malignant etiologies, a small proportion of patients can have malignant ascites. In patients in which the first set of ascitic fluid studies are inconclusive, repeat abdominal paracentesis and omental biopsy or diagnostic laparoscopy should be expedited to avoid delays in diagnosis.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11991405/?report=classic,Javed et al.. Delayed Diagnosis of Peritoneal Mesothelioma in Recurrent Ascites: A Case Report.. The American journal of case reports. 2025.,/Users/aaronfanous/Desktop/AnsonProjects/DynamicData/pmc_htmls/Delayed_Diagnosis_of_Peritoneal_Mesothelioma_in_Recurrent_Ascites__A_Case_Report_PMC11991405.html
40184144,PMC11709221,Small cell lung cancer progressing into fatal ascending motor and sensory polyneuropathy despite dramatic response to chemotherapy: A case report.,Medicine,2025,Naqvi SM; Hashim HT; Naqvi SY; Alhatemi AQM; Sulaiman FA; Abdulmahdi SM; Al-Obaidi AD; Basalilah AFM; Al-Obaidi A,"Paraneoplastic syndromes occur in 10% to 20% of all malignancies, with paraneoplastic neurological syndromes in less than 1% of all malignancies. In small cell lung cancer (SCLC), paraneoplastic manifestations are more common, affecting up to 5% of cases. Common manifestations include syndrome of inappropriate antidiuretic hormone secretion, Cushing's syndrome due to adrenocorticotropic hormone secretion, paraneoplastic cerebellar degeneration, and Lambert-Eaton myasthenic syndrome. Paraneoplastic acute motor and sensory polyneuropathy is an exceptionally rare but severe complication, necessitating timely diagnosis and management.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11709221/?report=classic,Naqvi et al.. Small cell lung cancer progressing into fatal ascending motor and sensory polyneuropathy despite dramatic response to chemotherapy: A case report.. Medicine. 2025.,/Users/aaronfanous/Desktop/AnsonProjects/DynamicData/pmc_htmls/Small_cell_lung_cancer_progressing_into_fatal_ascending_motor_and_sensory_polyne_PMC11709221.html
40184100,PMC11709150,Lung cancer palindromia due to the deficiency of vital energy and blood syndrome treated by TCM herbs: A case report.,Medicine,2025,Sun X; Tan D; Miao J; Wang C; Xu Y; Yuan F; Fan X,"Lung cancer is a common primary malignant tumor of lung in clinic, which leads the world in both new cancers and new cancer deaths. At present, surgical treatment, radiotherapy and chemotherapy are commonly used in the treatment of lung cancer. However, due to the strong occultness of the diseases and the possibility of recurrence, the best treatment opportunity is often missed. Immunotherapy, which is the main method of lung cancer, but the treatment efficiency and survival are not satisfactory, most patients will have local recurrence or distant metastasis. Traditional Chinese medicine has a targeted effect on the treatment of lung cancer with small adverse reactions, and has a positive impact on alleviating the adverse reactions of radiotherapy and chemotherapy and prolonging the life span of patients. More and more attention should be paid to the research of lung cancer treatments.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11709150/?report=classic,Sun et al.. Lung cancer palindromia due to the deficiency of vital energy and blood syndrome treated by TCM herbs: A case report.. Medicine. 2025.,/Users/aaronfanous/Desktop/AnsonProjects/DynamicData/pmc_htmls/Lung_cancer_palindromia_due_to_the_deficiency_of_vital_energy_and_blood_syndrome_PMC11709150.html
40182045,PMC11965128,Durable response to Olaparib in EGFR and somatic BRCA2-mutated lung adenocarcinoma with leptomeningeal metastases: a case report.,Frontiers in oncology,2025,Hou FF; Liu LR; Zhao WJ; Qu YC; Zhou R; Wang TL; Ye YS; Chai XS; Zhang HB,"Mutations in breast cancer susceptibility genes 1/2 (BRCA1/2) are strongly associated with a significantly higher risk of numerous cancers, including ovarian, breast, prostate, and pancreatic cancer. PARP inhibitors have been approved for the treatment of ovarian and breast cancer. However, studies focusing on the association between the BRCA gene and NSCLC, as well as the efficacy of PARP inhibitors in NSCLC, are scarce. Here, we present the case of a patient with lung adenocarcinoma harboring EGFR and somatic BRCA2 mutations, who developed resistance to third-generation EGFR tyrosine kinase inhibitors (TKIs) and subsequently exhibited durable response to Olaparib. This case exemplifies the remarkable efficacy of precision-targeted therapy in combination with intrathecal chemotherapy, which has resulted in significant clinical improvement for an EGFR- and BRCA-mutant lung cancer patient suffering from severe and symptomatic leptomeningeal metastases. Our findings provide clinical evidence and guidance for the treatment of NSCLC patients with BRCA mutations. Nonetheless, further studies are warranted to elucidate the role of BRCA mutations in NSCLC.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11965128/?report=classic,Hou et al.. Durable response to Olaparib in EGFR and somatic BRCA2-mutated lung adenocarcinoma with leptomeningeal metastases: a case report.. Frontiers in oncology. 2025.,/Users/aaronfanous/Desktop/AnsonProjects/DynamicData/pmc_htmls/Durable_response_to_Olaparib_in_EGFR_and_somatic_BRCA2_mutated_lung_adenocarcino_PMC11965128.html
40180343,PMC11966599,Leucine-rich glioma-inactivated protein 1 antibody-positive limbic encephalitis in a patient with an early-stage asymptomatic breast cancer.,BMJ case reports,2025,Niño Uribe MF; Van Cutsem G; Kerschen P,"Our patient is a woman who developed a subacute amnestic syndrome, followed by cognitive impairment, headache, temporal lobe epilepsy and hyponatraemia. An early-stage asymptomatic breast cancer was identified on positron emission tomography (PET) scan. After treatment with immunotherapy with high-dose corticosteroids, intravenous immunoglobulins, upfront rituximab and excision of the tumour, the patient gradually recovered. Partial retrograde and anterograde amnesia persisted during the initial weeks, followed by slow and steady improvement. Autoimmune encephalitis is a severe neurological disorder associated with antibodies against neuronal cell-surface or intracellular onconeural proteins. Anti-leucine-rich glioma inactivated 1 (LGI1) predominantly affects males in the seventh decade of life, and less than 10% of all cases are associated with cancer. Paraneoplastic cases have been associated with malignant thymoma, neuroendocrine tumours and mesothelioma and usually had Morvan syndrome, in which serum antibodies are more frequently directed against CASPR2 than against LGI1. We report the first well-documented case of anti-LGI1 limbic encephalitis in a woman with newly diagnosed breast cancer.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11966599/?report=classic,Niño et al.. Leucine-rich glioma-inactivated protein 1 antibody-positive limbic encephalitis in a patient with an early-stage asymptomatic breast cancer.. BMJ case reports. 2025.,/Users/aaronfanous/Desktop/AnsonProjects/DynamicData/pmc_htmls/Leucine_rich_glioma_inactivated_protein_1_antibody_positive_limbic_encephalitis__PMC11966599.html
40177602,PMC11964409,Long-Term Complete Response to Pembrolizumab in Tumor Mutation Burden-High Small Cell Lung Cancer: A Case Report.,Case reports in oncology,2025,Komuta K; Kunimasa K; Miyazaki A; Futamura S; Tanaka T; Kawamura T; Inoue T; Tamiya M; Nishino K,Extensive-stage small-cell lung cancer (ED-SCLC) has a poor prognosis. There are few case reports on the therapeutic effect of pembrolizumab in advanced SCLC with high tumor mutation burden (TMB-high).,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11964409/?report=classic,Komuta et al.. Long-Term Complete Response to Pembrolizumab in Tumor Mutation Burden-High Small Cell Lung Cancer: A Case Report.. Case reports in oncology. 2025.,/Users/aaronfanous/Desktop/AnsonProjects/DynamicData/pmc_htmls/Long_Term_Complete_Response_to_Pembrolizumab_in_Tumor_Mutation_Burden_High_Small_PMC11964409.html
40177460,PMC11962223,Radiotherapy for Lung Cancer: An Unrecognized Cause of Lung Torsion.,Cureus,2025,Nawarathna S; Mava R; Banerjee D; Guglani S; McGann G,"Lung torsion is an exceptional occurrence, usually requiring urgent surgery because of vascular compromise. Because of the rarity and non-specific symptoms, it often requires clinicians to have a high degree of suspicion to make an early diagnosis of lung torsion. Here we present a unique case of lung torsion. The patient was a 73-year-old lady who was diagnosed with adenocarcinoma of the lung. She was treated with radiotherapy, which resulted in complete remission. However, her follow-up imaging showed torsion of the right lung. Given her lack of clinical symptoms, she was managed conservatively. This is a unique case and possibly the first reported case of lung torsion following radiotherapy. The exact mechanism through which radiotherapy causes lung torsion remains unclear and may be addressed by future research.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11962223/?report=classic,Nawarathna et al.. Radiotherapy for Lung Cancer: An Unrecognized Cause of Lung Torsion.. Cureus. 2025.,/Users/aaronfanous/Desktop/AnsonProjects/DynamicData/pmc_htmls/Radiotherapy_for_Lung_Cancer__An_Unrecognized_Cause_of_Lung_Torsion__PMC11962223.html
